CustomerID,CustomerName,Email,Phone,LoyaltyPoints,SignupDate
846,Customer 846,customer846@example.com,+1-555-1445,884,2024-04-25
847,Customer 847,customer847@example.com,+1-555-7364,964,2024-04-26
848,Customer 848,customer848@example.com,+1-555-4626,688,2024-04-27
849,Customer 849,customer849@example.com,+1-555-5016,281,2024-04-28
850,Customer 850,customer850@example.com,+1-555-4875,132,2024-04-29
851,Customer 851,customer851@example.com,+1-555-6497,533,2024-04-30
852,Customer 852,customer852@example.com,+1-555-7238,974,2024-05-01
853,Customer 853,customer853@example.com,+1-555-1261,268,2024-05-02
854,Customer 854,customer854@example.com,+1-555-5992,411,2024-05-03
855,Customer 855,customer855@example.com,+1-555-5025,672,2024-05-04
856,Customer 856,customer856@example.com,+1-555-9283,618,2024-05-05
857,Customer 857,customer857@example.com,+1-555-5222,790,2024-05-06
858,Customer 858,customer858@example.com,+1-555-5175,864,2024-05-07
859,Customer 859,customer859@example.com,+1-555-4443,746,2024-05-08
860,Customer 860,customer860@example.com,+1-555-6011,17,2024-05-09
861,Customer 861,customer861@example.com,+1-555-1693,753,2024-05-10
862,Customer 862,customer862@example.com,+1-555-9347,116,2024-05-11
863,Customer 863,customer863@example.com,+1-555-2812,797,2024-05-12
864,Customer 864,customer864@example.com,+1-555-6724,793,2024-05-13
865,Customer 865,customer865@example.com,+1-555-2407,143,2024-05-14
866,Customer 866,customer866@example.com,+1-555-9032,716,2024-05-15
867,Customer 867,customer867@example.com,+1-555-2410,550,2024-05-16
868,Customer 868,customer868@example.com,+1-555-4497,928,2024-05-17
869,Customer 869,customer869@example.com,+1-555-5372,665,2024-05-18
870,Customer 870,customer870@example.com,+1-555-8394,687,2024-05-19
871,Customer 871,customer871@example.com,+1-555-1551,960,2024-05-20
872,Customer 872,customer872@example.com,+1-555-5332,752,2024-05-21
873,Customer 873,customer873@example.com,+1-555-1997,421,2024-05-22
874,Customer 874,customer874@example.com,+1-555-5076,897,2024-05-23
875,Customer 875,customer875@example.com,+1-555-7099,368,2024-05-24
876,Customer 876,customer876@example.com,+1-555-6555,645,2024-05-25
877,Customer 877,customer877@example.com,+1-555-5052,557,2024-05-26
878,Customer 878,customer878@example.com,+1-555-6303,49,2024-05-27
879,Customer 879,customer879@example.com,+1-555-9118,677,2024-05-28
880,Customer 880,customer880@example.com,+1-555-7102,105,2024-05-29
881,Customer 881,customer881@example.com,+1-555-6490,215,2024-05-30
882,Customer 882,customer882@example.com,+1-555-9564,657,2024-05-31
883,Customer 883,customer883@example.com,+1-555-6616,922,2024-06-01
884,Customer 884,customer884@example.com,+1-555-3248,424,2024-06-02
885,Customer 885,customer885@example.com,+1-555-1848,71,2024-06-03
886,Customer 886,customer886@example.com,+1-555-7354,987,2024-06-04
887,Customer 887,customer887@example.com,+1-555-9695,841,2024-06-05
888,Customer 888,customer888@example.com,+1-555-9070,784,2024-06-06
889,Customer 889,customer889@example.com,+1-555-9894,758,2024-06-07
890,Customer 890,customer890@example.com,+1-555-4625,445,2024-06-08
891,Customer 891,customer891@example.com,+1-555-1314,924,2024-06-09
892,Customer 892,customer892@example.com,+1-555-3376,185,2024-06-10
893,Customer 893,customer893@example.com,+1-555-5378,69,2024-06-11
894,Customer 894,customer894@example.com,+1-555-9449,973,2024-06-12
895,Customer 895,customer895@example.com,+1-555-1574,149,2024-06-13
896,Customer 896,customer896@example.com,+1-555-6585,245,2024-06-14
897,Customer 897,customer897@example.com,+1-555-6492,773,2024-06-15
898,Customer 898,customer898@example.com,+1-555-9949,537,2024-06-16
899,Customer 899,customer899@example.com,+1-555-3810,934,2024-06-17
900,Customer 900,customer900@example.com,+1-555-9134,651,2024-06-18
901,Customer 901,customer901@example.com,+1-555-6670,98,2024-06-19
902,Customer 902,customer902@example.com,+1-555-8715,909,2024-06-20
903,Customer 903,customer903@example.com,+1-555-7567,277,2024-06-21
904,Customer 904,customer904@example.com,+1-555-4459,562,2024-06-22
905,Customer 905,customer905@example.com,+1-555-7117,662,2024-06-23
906,Customer 906,customer906@example.com,+1-555-4992,943,2024-06-24
907,Customer 907,customer907@example.com,+1-555-8837,454,2024-06-25
908,Customer 908,customer908@example.com,+1-555-1203,103,2024-06-26
909,Customer 909,customer909@example.com,+1-555-3775,945,2024-06-27
910,Customer 910,customer910@example.com,+1-555-2992,600,2024-06-28
911,Customer 911,customer911@example.com,+1-555-3243,652,2024-06-29
912,Customer 912,customer912@example.com,+1-555-9498,724,2024-06-30
913,Customer 913,customer913@example.com,+1-555-2687,232,2024-07-01
914,Customer 914,customer914@example.com,+1-555-5109,393,2024-07-02
915,Customer 915,customer915@example.com,+1-555-2860,500,2024-07-03
916,Customer 916,customer916@example.com,+1-555-6176,694,2024-07-04
917,Customer 917,customer917@example.com,+1-555-1722,250,2024-07-05
918,Customer 918,customer918@example.com,+1-555-9971,520,2024-07-06
919,Customer 919,customer919@example.com,+1-555-9720,78,2024-07-07
920,Customer 920,customer920@example.com,+1-555-5893,51,2024-07-08
921,Customer 921,customer921@example.com,+1-555-1343,897,2024-07-09
922,Customer 922,customer922@example.com,+1-555-6398,920,2024-07-10
923,Customer 923,customer923@example.com,+1-555-9400,780,2024-07-11
924,Customer 924,customer924@example.com,+1-555-5736,225,2024-07-12
925,Customer 925,customer925@example.com,+1-555-4406,50,2024-07-13
926,Customer 926,customer926@example.com,+1-555-1919,185,2024-07-14
927,Customer 927,customer927@example.com,+1-555-6819,33,2024-07-15
928,Customer 928,customer928@example.com,+1-555-3044,802,2024-07-16
929,Customer 929,customer929@example.com,+1-555-1418,741,2024-07-17
930,Customer 930,customer930@example.com,+1-555-2749,130,2024-07-18
931,Customer 931,customer931@example.com,+1-555-8378,631,2024-07-19
932,Customer 932,customer932@example.com,+1-555-2099,442,2024-07-20
933,Customer 933,customer933@example.com,+1-555-4392,837,2024-07-21
934,Customer 934,customer934@example.com,+1-555-3772,758,2024-07-22
935,Customer 935,customer935@example.com,+1-555-7784,431,2024-07-23
936,Customer 936,customer936@example.com,+1-555-2545,703,2024-07-24
937,Customer 937,customer937@example.com,+1-555-2070,496,2024-07-25
938,Customer 938,customer938@example.com,+1-555-7522,402,2024-07-26
939,Customer 939,customer939@example.com,+1-555-2850,322,2024-07-27
940,Customer 940,customer940@example.com,+1-555-6053,209,2024-07-28
941,Customer 941,customer941@example.com,+1-555-3939,614,2024-07-29
942,Customer 942,customer942@example.com,+1-555-8194,328,2024-07-30
943,Customer 943,customer943@example.com,+1-555-6851,371,2024-07-31
944,Customer 944,customer944@example.com,+1-555-7673,459,2024-08-01
945,Customer 945,customer945@example.com,+1-555-1678,132,2024-08-02
946,Customer 946,customer946@example.com,+1-555-1988,834,2024-08-03
947,Customer 947,customer947@example.com,+1-555-2502,650,2024-08-04
948,Customer 948,customer948@example.com,+1-555-2789,120,2024-08-05
949,Customer 949,customer949@example.com,+1-555-6281,605,2024-08-06
950,Customer 950,customer950@example.com,+1-555-6027,451,2024-08-07
951,Customer 951,customer951@example.com,+1-555-2425,964,2024-08-08
952,Customer 952,customer952@example.com,+1-555-7654,128,2024-08-09
953,Customer 953,customer953@example.com,+1-555-3440,90,2024-08-10
954,Customer 954,customer954@example.com,+1-555-7856,603,2024-08-11
955,Customer 955,customer955@example.com,+1-555-8367,574,2024-08-12
956,Customer 956,customer956@example.com,+1-555-3594,28,2024-08-13
957,Customer 957,customer957@example.com,+1-555-5689,721,2024-08-14
958,Customer 958,customer958@example.com,+1-555-3436,523,2024-08-15
959,Customer 959,customer959@example.com,+1-555-6517,332,2024-08-16
960,Customer 960,customer960@example.com,+1-555-7310,296,2024-08-17
961,Customer 961,customer961@example.com,+1-555-4539,129,2024-08-18
962,Customer 962,customer962@example.com,+1-555-4483,292,2024-08-19
963,Customer 963,customer963@example.com,+1-555-8371,172,2024-08-20
964,Customer 964,customer964@example.com,+1-555-3241,719,2024-08-21
965,Customer 965,customer965@example.com,+1-555-7378,943,2024-08-22
966,Customer 966,customer966@example.com,+1-555-3765,23,2024-08-23
967,Customer 967,customer967@example.com,+1-555-5911,98,2024-08-24
968,Customer 968,customer968@example.com,+1-555-1403,405,2024-08-25
969,Customer 969,customer969@example.com,+1-555-4382,355,2024-08-26
970,Customer 970,customer970@example.com,+1-555-5163,138,2024-08-27
971,Customer 971,customer971@example.com,+1-555-8630,502,2024-08-28
972,Customer 972,customer972@example.com,+1-555-1087,825,2024-08-29
973,Customer 973,customer973@example.com,+1-555-6816,173,2024-08-30
974,Customer 974,customer974@example.com,+1-555-6470,28,2024-08-31
975,Customer 975,customer975@example.com,+1-555-7276,930,2024-09-01
976,Customer 976,customer976@example.com,+1-555-6739,495,2024-09-02
977,Customer 977,customer977@example.com,+1-555-5273,654,2024-09-03
978,Customer 978,customer978@example.com,+1-555-7523,827,2024-09-04
979,Customer 979,customer979@example.com,+1-555-6003,350,2024-09-05
980,Customer 980,customer980@example.com,+1-555-9038,553,2024-09-06
981,Customer 981,customer981@example.com,+1-555-7606,298,2024-09-07
982,Customer 982,customer982@example.com,+1-555-3064,719,2024-09-08
983,Customer 983,customer983@example.com,+1-555-6315,841,2024-09-09
984,Customer 984,customer984@example.com,+1-555-1317,944,2024-09-10
985,Customer 985,customer985@example.com,+1-555-2502,191,2024-09-11
986,Customer 986,customer986@example.com,+1-555-7130,671,2024-09-12
987,Customer 987,customer987@example.com,+1-555-8419,63,2024-09-13
988,Customer 988,customer988@example.com,+1-555-3042,754,2024-09-14
989,Customer 989,customer989@example.com,+1-555-5598,769,2024-09-15
990,Customer 990,customer990@example.com,+1-555-1118,663,2024-09-16
991,Customer 991,customer991@example.com,+1-555-1709,214,2024-09-17
992,Customer 992,customer992@example.com,+1-555-4557,833,2024-09-18
993,Customer 993,customer993@example.com,+1-555-4250,165,2024-09-19
994,Customer 994,customer994@example.com,+1-555-9061,542,2024-09-20
995,Customer 995,customer995@example.com,+1-555-9609,882,2024-09-21
996,Customer 996,customer996@example.com,+1-555-3603,231,2024-09-22
997,Customer 997,customer997@example.com,+1-555-2101,793,2024-09-23
998,Customer 998,customer998@example.com,+1-555-5421,540,2024-09-24
999,Customer 999,customer999@example.com,+1-555-8857,194,2024-09-25
1000,Customer 1000,customer1000@example.com,+1-555-9177,505,2024-09-26
